	term	sem	class	bi	ni	IDF	ICF	Chi-sq	CG	ICB	DoP	RICF
9290	MF_individual_lex	G#multi_cell	multi_cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	88.0	-0.00024271643824724798	-0.0002509284794403044
9291	MG-132_lex	G#other_organic_compound	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	223.0	-0.0006150655196486277	-0.0002509284794403044
9292	MG132_lex	G#other_organic_compound	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	209.0	-0.0005764515408369641	-0.0002509284794403044
9293	MGC_lex	G#cell_type	cell	1	2	7.600902459542082	12.107806350720098	311.07403557203673	2.0	442.0	-0.0006095492369618816	0.6928962520805051
9294	MGF-STAT5-like_transcription_factor_lex	G#protein_molecule	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	176.0	-0.00048543287649349676	-0.0002509284794403044
9295	MGUS_lex	G#other_name	other	1	2	7.600902459542082	12.107806350720098	311.07403557203764	2.0	234.0	-0.0003227025372147807	0.6928962520805051
9296	MHC-I-induced_signal_transduction_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	162.0	-0.0004468188976816112	-0.0002509284794403044
9297	MHC-I_lex	G#protein_molecule	amino_acid	1	5	7.600902459542082	11.191515618845942	inf	5.0	810.0	-0.0004468188976816112	1.609186983954661
9298	MHC-class_I_antigen_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	150.0	-0.0004137212015582481	-0.0002509284794403044
9299	MHC-diverse_human_population_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	272.0	-0.0007502144454901716	-0.0002509284794403044
9300	MHC-peptide_complex_lex	G#protein_complex	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	242.0	-0.0006674702051794323	-0.0002509284794403044
9301	MHC-peptide_lex	G#peptide	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	144.0	-0.00039717235349567837	-0.0002509284794403044
9302	MHC-peptide_ligand_interaction_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	144.0	-0.00039717235349567837	-0.0002509284794403044
9303	MHC-restricted_thymocyte_lex	G#cell_type	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	84.0	-0.00023168387287308967	-0.0002509284794403044
9304	MHC/peptide_density_requirement_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	216.0	-0.0005957585302431845	-0.0002509284794403044
9305	MHC_I+/MHC_IIbright/CD83+/CD86+/CD14-_surface_Ag_expression_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	206.0	-0.0005681771168057903	-0.0002509284794403044
9306	MHC_II_lex	G#protein_family_or_group	amino_acid	1	2	7.600902459542082	12.107806350720098	311.07403557203673	2.0	320.0	-0.00044130261499397694	0.6928962520805051
9307	MHC_II_transcript_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	160.0	-0.00044130261499397694	-0.0002509284794403044
9308	MHC_I_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	160.0	-0.00044130261499397694	-0.0002509284794403044
9309	MHC_class_1_gene_expression_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	150.0	-0.0004137212015582481	-0.0002509284794403044
9310	MHC_class_1_gene_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	150.0	-0.0004137212015582481	-0.0002509284794403044
9311	MHC_class_I-restricted_peptide_lex	G#peptide	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	176.0	-0.000485432876494718	-0.0002509284794403044
9312	MHC_class_II-_cell_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	214.0	-0.0005902422475557723	-0.0002509284794403044
9313	MHC_class_II-constitutive_B_cell_lex	G#cell_type	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233627	1.0	201.0	-0.0005543864100874263	-0.0002509284794403044
9314	MHC_class_II-negative_cell_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	154.0	-0.0004247537669332946	-0.0002509284794403044
9315	MHC_class_II-restricted_antigen_processing_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	83.0	-0.00022892573152921702	-0.0002509284794403044
9316	MHC_class_II-silenced_cell_hybrid_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	165.0	-0.000455093321712674	-0.0002509284794403044
9317	MHC_class_II_DRA_promoter_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233627	1.0	201.0	-0.0005543864100874263	-0.0002509284794403044
9318	MHC_class_II_X_box_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	112.0	-0.00030891183049674975	-0.0002509284794403044
9319	MHC_class_II_antigen_induction_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	104.0	-0.0002868466997472119	-0.0002509284794403044
9320	MHC_class_II_antigen_lex	G#protein_family_or_group	amino_acid	1	2	7.600902459542082	12.107806350720098	311.0740355720358	2.0	300.0	-0.0004137212015572489	0.6928962520805051
9321	MHC_class_II_antigens_expression_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	150.0	-0.0004137212015572489	-0.0002509284794403044
9322	MHC_class_II_compartment_lex	G#other_name	other	1	2	7.600902459542082	12.107806350720098	311.07403557203673	2.0	416.0	-0.0005736933994922033	0.6928962520805051
9323	MHC_class_II_deficient_B-cell_line_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	245.0	-0.0006757446292113833	-0.0002509284794403044
9324	MHC_class_II_density_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	144.0	-0.00039717235349567837	-0.0002509284794403044
9325	MHC_class_II_expression_lex	G#other_name	other	8	12	5.521460917862246	10.316046881492042	228.96403621840858	1.5	224.5	-0.00352766277860872	0.4032875365224555
9326	MHC_class_II_gene-specific_transcription_activator_lex	G#DNA_family_or_group	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	141.0	-0.0003888979294655037	-0.0002509284794403044
9327	MHC_class_II_gene_activation_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	214.0	-0.0005902422475557723	-0.0002509284794403044
9328	MHC_class_II_gene_expression_lex	G#other_name	other	3	5	6.502290170873972	11.191515618845942	415.1287643146609	1.6666666666666667	289.0	-0.0012825357248270608	0.5100177909718475
9329	MHC_class_II_gene_lex	G#DNA_family_or_group	nucleotide	9	15	5.403677882205863	10.092903330177833	486.8339864170195	1.6666666666666667	278.44444444444446	-0.004236505103942578	0.5083744361564779
9330	MHC_class_II_gene_regulatory_factor_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233627	1.0	201.0	-0.0005543864100874263	-0.0002509284794403044
9331	MHC_class_II_gene_silencing_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	165.0	-0.000455093321712674	-0.0002509284794403044
9332	MHC_class_II_homologous_protein_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	186.0	-0.000513014289931335	-0.0002509284794403044
9333	MHC_class_II_immunodeficiency_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	117.0	-0.0003227025372152248	-0.0002509284794403044
9334	MHC_class_II_inducibility_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	245.0	-0.0006757446292113833	-0.0002509284794403044
9335	MHC_class_II_induction_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233627	1.0	201.0	-0.0005543864100874263	-0.0002509284794403044
9336	MHC_class_II_lex	G#protein_family_or_group	amino_acid	19	45	4.656463480375642	8.994291041509722	inf	2.3684210526315788	385.9473684210526	-0.00838474968488434	0.8570319473803831
9337	MHC_class_II_ligand_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	90.0	-0.00024823272093599247	-0.0002509284794403044
9338	MHC_class_II_mRNA_lex	G#RNA_domain_or_region	nucleotide	2	2	6.907755278982137	12.107806350720098	0.688948203990155	1.0	157.5	-0.0008688145232695899	-0.0005316994476203263
9339	MHC_class_II_molecule_lex	G#protein_family_or_group	amino_acid	4	4	6.214608098422191	11.414659170160153	0.6641177282598759	1.0	148.25	-0.0016355778168228863	-0.0010825368229987475
9340	MHC_class_II_promoter_lex	G#DNA_family_or_group	nucleotide	1	4	7.600902459542082	11.414659170160153	inf	4.0	856.0	-0.0005902422475557723	1.3860434326404505
9341	MHC_class_II_protein_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	123.0	-0.00033925138527746146	-0.0002509284794403044
9342	MHC_class_II_signaling_lex	G#other_name	other	1	2	7.600902459542082	12.107806350720098	311.07403557203764	2.0	164.0	-0.00022616759018612154	0.6928962520805051
9343	MHC_class_II_transactivator_lex	G#protein_molecule	amino_acid	2	2	6.907755278982137	12.107806350720098	0.688948203990155	1.0	148.5	-0.0008191679790824358	-0.0005316994476203263
9344	MHC_class_II_transcription_factor_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	117.0	-0.0003227025372152248	-0.0002509284794403044
9345	MHC_class_II_transcription_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	117.0	-0.0003227025372152248	-0.0002509284794403044
9346	MHC_class_I_H-2Kb_promoter_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	192.0	-0.0005295631379930166	-0.0002509284794403044
9347	MHC_class_I_expression_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	150.0	-0.0004137212015582481	-0.0002509284794403044
9348	MHC_class_I_gene_lex	G#DNA_family_or_group	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	131.0	-0.0003613165160264442	-0.0002509284794403044
9349	MHC_class_I_molecule_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	121.0	-0.0003337351025902713	-0.0002509284794403044
9350	MHC_lex	G#protein_complex	amino_acid	9	13	5.403677882205863	10.236004173818506	200.25610842233544	1.4444444444444444	257.88888888888886	-0.0043054586375350645	0.3652735925158055
9351	MHC_molecule_lex	G#protein_family_or_group	amino_acid	1	2	7.600902459542082	12.107806350720098	311.07403557203673	2.0	288.0	-0.00039717235349567837	0.6928962520805051
9352	MIBP1_gene_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	159.0	-0.0004385444736506594	-0.0002509284794403044
9353	MIBP1_lex	G#protein_molecule	amino_acid	1	4	7.600902459542082	11.414659170160153	inf	4.0	636.0	-0.0004385444736506594	1.3860434326404505
9354	MIE_enhancer_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	358.0	-0.0009874146010503404	-0.0002509284794403044
9355	MIE_lex	G#DNA_domain_or_region	nucleotide	1	3	7.600902459542082	11.702341242611933	inf	3.0	1074.0	-0.0009874146010503404	1.0983613601886706
9356	MIP-1_alpha_expression_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	177.0	-0.0004881910178384796	-0.0002509284794403044
9357	MIP-1_alpha_gene_expression_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	177.0	-0.0004881910178384796	-0.0002509284794403044
9358	MIP-1_alpha_gene_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	177.0	-0.0004881910178384796	-0.0002509284794403044
9359	MIP-1_alpha_lex	G#protein_molecule	amino_acid	2	11	6.907755278982137	10.403058258481673	inf	5.5	1053.5	-0.0010867076894237604	1.704216392790805
9360	MIP-1_alpha_nuclear_protein_(MNP)_site_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	217.0	-0.0005985166715875012	-0.0002509284794403044
9361	MIP-1_alpha_promoter_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	177.0	-0.0004881910178384796	-0.0002509284794403044
9362	MIP-1_alpha_transcription_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	177.0	-0.0004881910178384796	-0.0002509284794403044
9363	MIP-1alpha-R_lex	G#protein_molecule	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	90.0	-0.00024823272093532633	-0.0002509284794403044
9364	MIP-1alpha-R_mRNA_lex	G#RNA_molecule	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	90.0	-0.00024823272093532633	-0.0002509284794403044
9365	MIP-1alpha_gene_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	90.0	-0.00024823272093532633	-0.0002509284794403044
9366	MIP-1alpha_lex	G#protein_molecule	amino_acid	3	7	6.502290170873972	10.85504338222473	inf	2.3333333333333335	357.66666666666663	-0.0014204427920130325	0.8464900275930596
9367	MIP-1beta_lex	G#protein_molecule	amino_acid	2	2	6.907755278982137	12.107806350720098	0.688948203990155	1.0	222.0	-0.001224614756609288	-0.0005316994476203263
9368	MIP-2_lex	G#protein_molecule	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	156.0	-0.0004302700496202627	-0.0002509284794403044
9369	MIP1_alpha_nuclear_protein_lex	G#protein_molecule	amino_acid	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	217.0	-0.0005985166715875012	-0.0002509284794403044
9370	MKK3_lex	G#protein_molecule	amino_acid	2	4	6.907755278982137	11.414659170160153	587.7461828458298	2.0	366.5	-0.0009681076116442311	0.6926154811123251
9371	MKK4_lex	G#protein_molecule	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	191.0	-0.0005268049966503652	-0.0002509284794403044
9372	MKK6_lex	G#protein_molecule	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	191.0	-0.0005268049966503652	-0.0002509284794403044
9373	MKK_activity_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	208.0	-0.0005736933994924254	-0.0002509284794403044
9374	MKK_lex	G#protein_family_or_group	amino_acid	2	3	6.907755278982137	11.702341242611933	159.46644784256102	1.5	303.5	-0.0011004983961411252	0.40493340866054517
9375	MKP-1_lex	G#protein_molecule	amino_acid	2	4	6.907755278982137	11.414659170160153	310.5731626574329	2.0	400.0	-0.0011032565374867742	0.6926154811123251
9376	ML-1_cell_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	136.0	-0.0003751072227462515	-0.0002509284794403044
9377	ML-1_human_myeloblastic_leukemia_cell_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	202.0	-0.0005571445514298556	-0.0002509284794403044
9378	ML-1a_lex	G#cell_line	cell	1	2	7.600902459542082	12.107806350720098	311.07403557203764	2.0	510.0	-0.0007033260426477783	0.6928962520805051
9379	ML-3_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233627	1.0	313.0	-0.0008632982405819556	-0.0002509284794403044
9380	ML-9_lex	G#other_organic_compound	amino_acid	1	15	7.600902459542082	10.092903330177833	inf	15.0	4695.0	-0.0008632982405832879	2.70779927262277
9381	MLA_144_T_cell_line_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	132.0	-0.0003640746573700948	-0.0002509284794403044
9382	MLL/AF10_fusion_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	305.0	-0.0008412331098323067	-0.0002509284794403044
9383	MLL_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	305.0	-0.0008412331098323067	-0.0002509284794403044
9384	MLL_rearrangement_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	305.0	-0.0008412331098323067	-0.0002509284794403044
9385	MLL_region_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	305.0	-0.0008412331098323067	-0.0002509284794403044
9386	MLR_lex	G#other_name	other	2	2	6.907755278982137	12.107806350720098	0.688948203990155	1.0	140.5	-0.0007750377175841372	-0.0005316994476203263
9387	MLV_lex	G#virus	multi_cell	1	6	7.600902459542082	11.009194062051987	inf	6.0	1050.0	-0.0004826747351511784	1.791508540748616
9388	MLV_transcriptional_activity_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	175.0	-0.0004826747351511784	-0.0002509284794403044
9389	MLV_transcriptional_regulation_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	175.0	-0.0004826747351511784	-0.0002509284794403044
9390	MM-LDL_lex	G#protein_family_or_group	amino_acid	1	6	7.600902459542082	11.009194062051987	inf	6.0	1122.0	-0.0005157724312742085	1.791508540748616
9391	MM-derived_cell_line_lex	G#cell_line	cell	1	2	7.600902459542082	12.107806350720098	311.07403557203764	2.0	488.0	-0.0006729864878672887	0.6928962520805051
9392	MM6_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	219.0	-0.0006040329542732481	-0.0002509284794403044
9393	MMP-1_lex	G#protein_molecule	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	225.0	-0.000620581802336484	-0.0002509284794403044
9394	MMP-9_activity_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	191.0	-0.0005268049966491439	-0.0002509284794403044
9395	MMP-9_gelatinolytic_activity_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	191.0	-0.0005268049966491439	-0.0002509284794403044
9396	MMP-9_lex	G#protein_molecule	amino_acid	1	5	7.600902459542082	11.191515618845942	inf	5.0	955.0	-0.0005268049966491439	1.609186983954661
9397	MMP-9_secretion_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	191.0	-0.0005268049966491439	-0.0002509284794403044
9398	MMP9_lex	G#protein_molecule	amino_acid	1	4	7.600902459542082	11.414659170160153	inf	4.0	804.0	-0.0005543864100876483	1.3860434326404505
9399	MMP9_mRNA_levels_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	201.0	-0.0005543864100876483	-0.0002509284794403044
9400	MMP_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	191.0	-0.0005268049966491439	-0.0002509284794403044
9401	MMTV_LTR_lex	G#DNA_domain_or_region	nucleotide	1	2	7.600902459542082	12.107806350720098	311.07403557203673	2.0	542.0	-0.0007474563041460769	0.6928962520805051
9402	MMTV_induction_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	252.0	-0.0006950516186168265	-0.0002509284794403044
9403	MMTV_lex	G#virus	multi_cell	3	4	6.502290170873972	11.414659170160153	97.75425464500107	1.3333333333333333	316.3333333333333	-0.0019224245165682108	0.2868742396576369
9404	MM_cell_growth_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	244.0	-0.0006729864878672887	-0.0002509284794403044
9405	MM_cell_lex	G#cell_line	cell	1	7	7.600902459542082	10.85504338222473	inf	7.0	1708.0	-0.0006729864878672887	1.9456592205758731
9406	MM_lex	G#other_name	other	3	8	6.502290170873972	10.721511989600208	inf	2.6666666666666665	391.0	-0.0010480937106117638	0.9800214202175823
9407	MM_patient_lex	G#multi_cell	multi_cell	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	244.0	-0.0006729864878672887	-0.0002509284794403044
9408	MM_precursor_lesion_lex	G#tissue	multi_cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	169.0	-0.0004661258870886087	-0.0002509284794403044
9409	MNC_lex	G#cell_type	cell	2	8	6.907755278982137	10.721511989600208	inf	4.0	880.0	-0.0009598331876126132	1.3857626616722705
9410	MNC_lysate_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	266.0	-0.000733665597428379	-0.0002509284794403044
9411	MNC_nuclear_extract_lex	G#cell_component	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	266.0	-0.000733665597428379	-0.0002509284794403044
9412	MNDA_expression_lex	G#other_name	other	3	12	6.502290170873972	10.316046881492042	inf	4.0	848.6666666666666	-0.001544559152479974	1.3854865283257478
9413	MNDA_lex	G#protein_molecule	amino_acid	5	41	5.991464547107982	9.087381464575735	inf	8.2	1790.6000000000001	-0.0028629507147738265	2.10277760331355
9414	MNDA_mRNA_level_lex	G#other_name	other	2	5	6.907755278982137	11.191515618845942	inf	2.5	578.5	-0.0013046008555768207	0.9157590324265357
9415	MNDA_mRNA_lex	G#RNA_molecule	nucleotide	2	10	6.907755278982137	10.498368438285997	inf	5.0	1148.5	-0.0013046008555770428	1.608906212986481
9416	MNDA_positive_cell_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	245.0	-0.0006757446292114944	-0.0002509284794403044
9417	MNL_lex	G#cell_type	cell	6	16	5.809142990314028	10.028364809040262	inf	2.6666666666666665	451.16666666666663	-0.002893290269553761	0.9791989396970333
9418	MNP-1_expression_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	177.0	-0.0004881910178384796	-0.0002509284794403044
9419	MNP-1_lex	G#protein_molecule	amino_acid	2	5	6.907755278982137	11.191515618845942	inf	2.5	399.0	-0.0007364237387724737	0.9157590324265357
9420	MNP-2_lex	G#protein_molecule	amino_acid	1	4	7.600902459542082	11.414659170160153	inf	4.0	708.0	-0.0004881910178384796	1.3860434326404505
9421	MNP_family_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	177.0	-0.0004881910178384796	-0.0002509284794403044
9422	MNP_lex	G#protein_molecule	amino_acid	2	2	6.907755278982137	12.107806350720098	0.688948203990155	1.0	211.5	-0.0011666937883916262	-0.0005316994476203263
9423	MNP_protein_lex	G#protein_family_or_group	amino_acid	1	1	7.600902459542082	12.800953531280044	0.70159535792338	1.0	217.0	-0.0005985166715875012	-0.0002509284794403044
9424	MNP_site_lex	G#DNA_domain_or_region	nucleotide	1	3	7.600902459542082	11.702341242611933	inf	3.0	651.0	-0.0005985166715875012	1.0983613601886706
9425	MN_lex	G#virus	multi_cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	109.0	-0.0003006374064649098	-0.0002509284794403044
9426	MO7e_cell_lex	G#cell_type	cell	1	3	7.600902459542082	11.702341242611933	inf	3.0	726.0	-0.0006674702051797654	1.0983613601886706
9427	MODY1_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	134.0	-0.00036959094005817317	-0.0002509284794403044
9428	MODY3_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	134.0	-0.00036959094005817317	-0.0002509284794403044
9429	MODY_lex	G#other_name	other	1	2	7.600902459542082	12.107806350720098	311.07403557203673	2.0	268.0	-0.00036959094005817317	0.6928962520805051
9430	MOLT-4_lex	G#cell_line	cell	2	2	6.907755278982137	12.107806350720098	0.688948203990155	1.0	237.5	-0.001310117138264455	-0.0005316994476203263
9431	MOLT4_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	254.0	-0.0007005679013049049	-0.0002509284794403044
9432	MOLT_4_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	236.0	-0.0006509213571163075	-0.0002509284794403044
9433	MOPC_141_immunoglobulin_heavy-chain_gene_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	220.0	-0.0006067910956172318	-0.0002509284794403044
9434	MOPC_141_promoter_lex	G#DNA_domain_or_region	nucleotide	1	1	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	220.0	-0.0006067910956172318	-0.0002509284794403044
9435	MPC11_cell_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	226.0	-0.0006233399436794684	-0.0002509284794403044
9436	MPC11_plasmacytoma_x_fibroblast_environment_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	226.0	-0.0006233399436794684	-0.0002509284794403044
9437	MPD_lex	G#other_name	other	2	5	6.907755278982137	11.191515618845942	648.2708734563521	2.5	297.0	-0.0007116004666785081	0.9157590324265357
9438	MPE_lex	G#other_name	other	1	3	7.600902459542082	11.702341242611933	inf	3.0	741.0	-0.0006812609118980184	1.0983613601886706
9439	MPL_lex	G#lipid	amino_acid	1	8	7.600902459542082	10.721511989600208	inf	8.0	1672.0	-0.0005764515408377413	2.079190613200396
9440	MPO_lex	G#protein_molecule	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	211.0	-0.0005819678235244874	-0.0002509284794403044
9441	MPRO_promyelocyte_lex	G#cell_type	cell	1	3	7.600902459542082	11.702341242611933	inf	3.0	813.0	-0.0007474563041470761	1.0983613601886706
9442	MP_lex	G#lipid	amino_acid	1	9	7.600902459542082	10.603728953943824	inf	9.0	2079.0	-0.0006371306503981655	2.1969736488567797
9443	MP_plasma_concentration_lex	G#lipid	amino_acid	1	1	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	231.0	-0.0006371306503981655	-0.0002509284794403044
9444	MP_treatment_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	231.0	-0.0006371306503981655	-0.0002509284794403044
9445	MR-count_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	233.0	-0.0006426469330849116	-0.0002509284794403044
9446	MR-status_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	233.0	-0.0006426469330849116	-0.0002509284794403044
9447	MRD-positive_lex	G#other_name	other	1	2	7.600902459542082	12.107806350720098	311.0740355720358	2.0	534.0	-0.0007364237387712524	0.6928962520805051
9448	MRD_lex	G#other_name	other	2	14	6.907755278982137	10.161896201664785	inf	7.0	1821.0	-0.0013404566930439454	1.9453784496076931
9449	MRL-Ipr/Ipr_(Ipr)_peripheral_CD4-CD8-_(CD4-8-)_T_cell_lex	G#cell_line	cell	1	1	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	239.0	-0.0006591957811492577	-0.0002509284794403044
9450	MRNA_stability_lex	G#other_name	other	1	1	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	243.0	-0.0006702283465239711	-0.0002509284794403044
