	term	IDF	ICF	Chi-sq	CG	ICB	DoP	RICF
8964	LPS-induced_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	198.0	-0.0005461119860561414	-0.0002509284794403044
8965	LPS-induced_adhesion_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	191.0	-0.0005268049966503652	-0.0002509284794403044
8966	LPS-induced_bioactive_IL-12_production_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	243.0	-0.000670228346523305	-0.0002509284794403044
8967	LPS-induced_decrease_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	205.0	-0.0005654189754611405	-0.0002509284794403044
8968	LPS-induced_endothelial_cell_adhesiveness_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	331.0	-0.0009129447847687766	-0.0002509284794403044
8969	LPS-induced_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	137.0	-0.0003778653640887919	-0.0002509284794403044
8970	LPS-induced_kappaB-dependent_transcription_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	183.0	-0.000504739865899495	-0.0002509284794403044
8971	LPS-induced_mRNA_level_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	237.0	-0.0006536794984608463	-0.0002509284794403044
8972	LPS-induced_monocyte_IL-1ra_secretion_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	199.0	-0.000548870127399903	-0.0002509284794403044
8973	LPS-induced_monocyte_cytotoxicity_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	165.0	-0.0004550933217136732	-0.0002509284794403044
8974	LPS-induced_nuclear_factor-kappaB_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	172.0	-0.0004744003111196715	-0.0002509284794403044
8975	LPS-induced_phosphotyrosine_residue_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	255.0	-0.0007033260426482224	-0.0002509284794403044
8976	LPS-induced_proinflammatory_function_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	172.0	-0.0004744003111196715	-0.0002509284794403044
8977	LPS-induced_proteolytic_degradation_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	160.0	-0.00044130261499397694	-0.0002509284794403044
8978	LPS-induced_response_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	132.0	-0.0003640746573700948	-0.0002509284794403044
8979	LPS-inducible_IL-6_promoter_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	217.0	-0.0005985166715875012	-0.0002509284794403044
8980	LPS-inducible_factor_NF-kappa_B_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	140.0	-0.0003861397881207429	-0.0002509284794403044
8981	LPS-inducible_nuclear_factor-kappa_B/Rel_complex_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	173.0	-0.00047715845246354416	-0.0002509284794403044
8982	LPS-inducible_response_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	255.0	-0.0007033260426482224	-0.0002509284794403044
8983	LPS-mCD14_binding_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	264.0	-0.0003640746573700948	0.6928962520805051
8984	LPS-mediated_SAA_gene_induction_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	156.0	-0.00043027004961948556	-0.0002509284794403044
8985	LPS-mediated_TF_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	207.0	-0.0005709352581495519	-0.0002509284794403044
8986	LPS-mediated_activation_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	136.0	-0.00037510722274691766	-0.0002509284794403044
8987	LPS-mediated_endothelial_activation_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	136.0	-0.00037510722274691766	-0.0002509284794403044
8988	LPS-mediated_viral_production_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	231.0	-0.0006371306503989427	-0.0002509284794403044
8989	LPS-responsive_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	188.0	-0.0005185305726190803	-0.0002509284794403044
8990	LPS-responsive_enhancer_element_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	206.0	-0.0005681771168057903	-0.0002509284794403044
8991	LPS-responsive_member_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	161.0	-0.0004440607563388488	-0.0002509284794403044
8992	LPS-specific_Ab_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	172.0	-0.0004744003111196715	-0.0002509284794403044
8993	LPS-stimulated_CMV_transfected_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	225.0	-0.0006205818023355958	-0.0002509284794403044
8994	LPS-stimulated_IL-1ra_secretion_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	199.0	-0.000548870127399903	-0.0002509284794403044
8995	LPS-stimulated_IL-6_secretion_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	331.0	-0.0009129447847697758	-0.0002509284794403044
8996	LPS-stimulated_Raw_264.7_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	206.0	-0.0005681771168057903	-0.0002509284794403044
8997	LPS-stimulated_TF_mRNA_accumulation_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	246.0	-0.0006785027705549229	-0.0002509284794403044
8998	LPS-stimulated_THP-1-hGH_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	183.0	-0.0005047398658997171	-0.0002509284794403044
8999	LPS-stimulated_TNF-alpha_production_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	205.0	-0.0005654189754611405	-0.0002509284794403044
9000	LPS-stimulated_TNF_production_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	238.0	-0.0006564376398036087	-0.0002509284794403044
9001	LPS-stimulated_control_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	225.0	-0.0006205818023355958	-0.0002509284794403044
9002	LPS-stimulated_human_monocytic_cell_line_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	194.0	-0.0005350794206804288	-0.0002509284794403044
9003	LPS-stimulated_monocyte_lex	6.214608098422191	11.414659170160153	0.6641177282598759	1.0	227.5	-0.002509908622778778	-0.0010825368229987475
9004	LPS-stimulated_translocation_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	255.0	-0.0007033260426482224	-0.0002509284794403044
9005	LPS-stimulated_whole-blood_cell_culture_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	331.0	-0.0009129447847697758	-0.0002509284794403044
9006	LPS-treated_cell_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	191.5	-0.0010563681346438258	-0.0005316994476203263
9007	LPS-treated_endothelial_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	234.0	-0.0006454050744297835	-0.0002509284794403044
9008	LPS-triggered_gene_induction_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	194.0	-0.000535079420681428	-0.0002509284794403044
9009	LPS/zymosan_inducibility_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	225.0	-0.000620581802336484	-0.0002509284794403044
9010	LPS_Response_Element_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	355.0	-0.0009791401770177233	-0.0002509284794403044
9011	LPS_activation_lex	6.214608098422191	11.414659170160153	0.6641177282598787	1.0	222.75	-0.0024575039372485286	-0.0010825368229987475
9012	LPS_antibody_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	172.0	-0.0004744003111196715	-0.0002509284794403044
9013	LPS_binding_protein_(LBP)_complex_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	194.0	-0.000535079420681428	-0.0002509284794403044
9014	LPS_binding_protein_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	192.0	-0.0005295631379946819	-0.0002509284794403044
9015	LPS_cellular_signaling_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	154.0	-0.0004247537669327395	-0.0002509284794403044
9016	LPS_group_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	172.0	-0.00047440031112033765	-0.0002509284794403044
9017	LPS_inducibility_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	220.0	-0.000606791095618453	-0.0002509284794403044
9018	LPS_induction_lex	6.502290170873972	11.009194062051987	489.40541249416526	2.0	387.0	-0.0016135126860729043	0.6923393477658024
9019	LPS_lex	3.0683029663888264	6.817017250592852	inf	4.268817204301075	896.7311827956989	-0.05337279314215937	1.4255038666539557
9020	LPS_receptor_complex_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	154.0	-0.0004247537669327395	-0.0002509284794403044
9021	LPS_receptor_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	221.0	-0.0012190984739219868	-0.0005316994476203263
9022	LPS_response_element_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	398.0	-0.0005488701273991259	0.6928962520805051
9023	LPS_response_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	218.5	-0.0012053077672036228	-0.0005316994476203263
9024	LPS_responsiveness_lex	6.907755278982137	12.107806350720098	0.6889482039901522	1.0	182.0	-0.001003963449112022	-0.0005316994476203263
9025	LPS_signaling_lex	6.907755278982137	11.702341242611933	159.46644784256102	1.5	315.5	-0.0012218566152663035	0.40493340866054517
9026	LPS_signaling_receptor_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	255.0	-0.0007033260426482224	-0.0002509284794403044
9027	LPS_stimulated_vascular_cell_adhesion_molecule_(VCAM)-1_surface_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	185.0	-0.0005102561485877954	-0.0002509284794403044
9028	LPS_stimulation_lex	5.403677882205863	10.403058258481673	55.53413056902014	1.2222222222222223	276.55555555555554	-0.005725901429546654	0.1982195078526381
9029	LP_T_cell_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	470.0	-0.0006481632157735451	0.6928962520805051
9030	LP_individual_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	88.0	-0.00024271643824724798	-0.0002509284794403044
9031	LP_lex	7.600902459542082	12.107806350720098	311.07403557203764	2.0	176.0	-0.00024271643824724798	0.6928962520805051
9032	LP_mononuclear_cell_(LPMC)_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	235.0	-0.0006481632157735451	-0.0002509284794403044
9033	LR1-DNA_complex_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	181.0	-0.0004992235832123049	-0.0002509284794403044
9034	LR1_lex	7.600902459542082	10.603728953943824	inf	9.0	1629.0	-0.0004992235832123049	2.1969736488567797
9035	LRR_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	195.0	-0.0005378375620248566	-0.0002509284794403044
9036	LSF_lex	7.600902459542082	11.009194062051987	inf	6.0	1260.0	-0.0005792096821807258	1.791508540748616
9037	LSP1_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	246.0	-0.00033925138527801657	0.6928962520805051
9038	LS_mutation_lex	7.600902459542082	11.414659170160153	inf	4.0	964.0	-0.0006647120638344495	1.3860434326404505
9039	LT-293_CAT_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	176.0	-0.0004854328764932747	-0.0002509284794403044
9040	LT-293_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	176.0	-0.0004854328764932747	-0.0002509284794403044
9041	LT-293_lex	7.600902459542082	11.414659170160153	inf	4.0	704.0	-0.0004854328764932747	1.3860434326404505
9042	LT-alpha1beta2_expressio_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	181.0	-0.0004992235832133041	-0.0002509284794403044
9043	LT-alpha1beta2_lex	7.600902459542082	11.191515618845942	inf	5.0	905.0	-0.0004992235832133041	1.609186983954661
9044	LT-betaR_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	362.0	-0.0004992235832133041	0.6928962520805051
9045	LT-kappa_B_site_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	176.0	-0.0004854328764932747	-0.0002509284794403044
9046	LT-producing_C81-66-45_cell_line_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	176.0	-0.0004854328764932747	-0.0002509284794403044
9047	LTB4_induced_adhesion_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	133.0	-0.00036683279871385643	-0.0002509284794403044
9048	LTB4_induced_adhesive_interaction_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	133.0	-0.00036683279871385643	-0.0002509284794403044
9049	LTB4_lex	5.809142990314028	9.665459315350894	inf	3.8333333333333335	701.1666666666666	-0.0030118903473331793	1.3421044333864014
9050	LTB4_stimulation_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	191.0	-0.000526804996649255	-0.0002509284794403044
9051	LTR-CAT_assay_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	136.0	-0.00037510722274680663	-0.0002509284794403044
9052	LTR-CAT_reporter_construct_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	308.0	-0.0008495075338634805	-0.0002509284794403044
9053	LTR-chloramphenicol_acetyltransferase-encoding_gene_chimera_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	122.0	-0.0003364932439330337	-0.0002509284794403044
9054	LTR-directed_gene_expression_lex	6.907755278982137	12.107806350720098	0.688948203990155	1.0	188.5	-0.0010398192865794798	-0.0005316994476203263
9055	LTR-directed_gene_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	239.0	-0.0006591957811473703	-0.0002509284794403044
9056	LTR-directed_transcription_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	259.0	-0.0007143586080230468	-0.0002509284794403044
9057	LTR-driven_CAT_expression_vector_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	86.0	-0.0002372001555596137	-0.0002509284794403044
9058	LTR-driven_gene_expression_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	207.0	-0.0005709352581489968	-0.0002509284794403044
9059	LTR-driven_proviral_transcription_unit_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	169.0	-0.00046612588708883074	-0.0002509284794403044
9060	LTR-mediated_synergy_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	244.0	-0.0006729864878669556	-0.0002509284794403044
9061	LTR-mediated_transcription_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	356.0	-0.000490949159180909	0.6928962520805051
9062	LTR-modified_Tat_mutant_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	254.0	-0.0007005679013049049	-0.0002509284794403044
9063	LTR-modified_tat_mutant_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	254.0	-0.0007005679013049049	-0.0002509284794403044
9064	LTR_activation_lex	6.907755278982137	11.414659170160153	310.5731626574329	2.0	290.0	-0.0007998609896779918	0.6926154811123251
9065	LTR_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	210.0	-0.0005792096821807258	-0.0002509284794403044
9066	LTR_construct_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	182.0	-0.0005019817245575098	-0.0002509284794403044
9067	LTR_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	210.0	-0.0005792096821807258	-0.0002509284794403044
9068	LTR_lex	3.575550768806933	8.100473165487626	inf	1.9642857142857142	383.875	-0.028237851076917342	0.6596996958315788
9069	LTR_modification_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	169.0	-0.00046612588708883074	-0.0002509284794403044
9070	LTR_mutation_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	259.0	-0.0007143586080230468	-0.0002509284794403044
9071	LTR_promoter_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	195.0	-0.0005378375620243014	-0.0002509284794403044
9072	LTR_region_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	116.0	-0.0003199443958721293	-0.0002509284794403044
9073	LTR_reporter_construct_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	244.0	-0.0006729864878669556	-0.0002509284794403044
9074	LTR_sequence_lex	7.600902459542082	12.107806350720098	311.07403557203764	2.0	478.0	-0.0006591957811473703	0.6928962520805051
9075	LTR_size_variant_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	179.0	-0.0004937073005246706	-0.0002509284794403044
9076	LTR_size_variation_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	179.0	-0.0004937073005246706	-0.0002509284794403044
9077	LTR_transactivation_lex	6.907755278982137	11.702341242611933	159.46644784256011	1.5	352.5	-0.001238405463327541	0.40493340866054517
9078	LTR_transcription_lex	6.907755278982137	12.107806350720098	0.6889482039901608	1.0	184.0	-0.0010149960144864023	-0.0005316994476203263
9079	LTR_transcriptional_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	241.0	-0.0006647120638344495	-0.0002509284794403044
9080	LTR_variant_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	179.0	-0.0004937073005246706	-0.0002509284794403044
9081	LTRs_lex	7.600902459542082	11.191515618845942	inf	5.0	1195.0	-0.0006591957811473703	1.609186983954661
9082	LT_biologic_activity_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	352.0	-0.0004854328764932747	0.6928962520805051
9083	LT_gene_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	176.0	-0.0004854328764932747	-0.0002509284794403044
9084	LT_lex	6.907755278982137	10.85504338222473	inf	3.5	661.5	-0.001221856615264194	1.2522312690477477
9085	LT_promoter_(LT-293)_CAT_construct_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	176.0	-0.0004854328764932747	-0.0002509284794403044
9086	LT_promoter_activity_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	176.0	-0.0004854328764932747	-0.0002509284794403044
9087	LT_promoter_lex	7.600902459542082	11.702341242611933	inf	3.0	528.0	-0.0004854328764932747	1.0983613601886706
9088	LT_remission_lex	7.600902459542082	12.800953531280044	0.7015953579233627	1.0	267.0	-0.0007364237387712524	-0.0002509284794403044
9089	LTalpha_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	478.0	-0.0006591957811475924	0.6928962520805051
9090	LUF_syndrome_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	114.0	-0.0003144281131852722	-0.0002509284794403044
9091	LY294002_lex	6.907755278982137	12.107806350720098	0.6889482039901579	1.0	182.5	-0.0010067215904562277	-0.0005316994476203263
9092	LY294002_study_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	183.0	-0.0005047398659008273	-0.0002509284794403044
9093	LYL-1_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	276.0	-0.0003806235054324425	0.6928962520805051
9094	LYSP100-associated_nuclear_domain_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	450.0	-0.000620581802336595	0.6928962520805051
9095	LYSP100_cDNA_isoform_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	225.0	-0.000620581802336595	-0.0002509284794403044
9096	LYSP100_cDNA_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	225.0	-0.000620581802336595	-0.0002509284794403044
9097	LYSP100_lex	7.600902459542082	10.403058258481673	inf	11.0	2475.0	-0.000620581802336595	2.3976443443189304
9098	LYSP100_nuclear_dot_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	225.0	-0.000620581802336595	-0.0002509284794403044
9099	LYSP100_structure_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	225.0	-0.000620581802336595	-0.0002509284794403044
9100	LZ_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	211.0	-0.0005819678235244874	-0.0002509284794403044
9101	L_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	214.0	-0.0005902422475561053	-0.0002509284794403044
9102	L_gene_erythroid_promoter_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	166.0	-0.0004578514630561026	-0.0002509284794403044
9103	L_gene_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	166.0	-0.0004578514630561026	-0.0002509284794403044
9104	La(SSB)_lex	6.907755278982137	11.191515618845942	648.2708734563512	2.5	525.5	-0.0011363542336101373	0.9157590324265357
9105	La_mRNA_lex	7.600902459542082	11.702341242611933	inf	3.0	462.0	-0.0004247537669332946	1.0983613601886706
9106	Lac+clone_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	184.0	-0.0005074980072439228	-0.0002509284794403044
9107	Langerhans_cell_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	206.0	-0.0005681771168046801	-0.0002509284794403044
9108	Lck-defective_cell_line_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	166.0	-0.00045785146305754587	-0.0002509284794403044
9109	Lck-mediated_activation_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	108.0	-0.0002978792651219253	-0.0002509284794403044
9110	Lck-negative_JCaM1_cell_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	402.0	-0.0005543864100865381	0.6928962520805051
9111	Lck_electrophoretic_mobility_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	236.0	-0.0006509213571174177	-0.0002509284794403044
9112	Lck_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	166.0	-0.00045785146305754587	-0.0002509284794403044
9113	Lck_lex	5.809142990314028	9.709911077921728	inf	3.6666666666666665	657.1666666666666	-0.0030642950328653162	1.2976526708155678
9114	Ldb-1_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	193.0	-0.0005323212793377774	-0.0002509284794403044
9115	LeR_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	154.0	-0.0004247537669328505	-0.0002509284794403044
9116	Lef/Tcf_transcription_factor_family_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	178.0	-0.0004909491591820192	-0.0002509284794403044
9117	Legionella_pneumophila_lex	7.600902459542082	12.107806350720098	311.07403557203764	2.0	402.0	-0.0005543864100873153	0.6928962520805051
9118	Leishmania_donovani_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	572.0	-0.000788828424301502	0.6928962520805051
9119	Leu122_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	108.0	-0.00029787926512270246	-0.0002509284794403044
9120	Leu42-Pro49_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	161.0	-0.0004440607563379606	-0.0002509284794403044
9121	Leu_lex	7.600902459542082	12.107806350720098	311.07403557203764	2.0	610.0	-0.0008412331098326398	0.6928962520805051
9122	Lewis_X_antigen_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	219.0	-0.0006040329542732481	-0.0002509284794403044
9123	Lewis_X_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	219.0	-0.0006040329542732481	-0.0002509284794403044
9124	Limulus_amoebocyte_lysate_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	179.0	-0.0004937073005247816	-0.0002509284794403044
9125	Lin-_murine_bone_marrow_progenitor_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233771	1.0	238.0	-0.0006564376398044969	-0.0002509284794403044
9126	Listeria_monocytogene_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	211.0	-0.0005819678235244874	-0.0002509284794403044
9127	Liuwei_Dihuang_Pill_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	121.0	-0.0003337351025898272	-0.0002509284794403044
9128	Lmo2_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	193.0	-0.0005323212793377774	-0.0002509284794403044
9129	Locus_Control_Region_lex	7.600902459542082	12.800953531280044	0.7015953579233712	1.0	70.0	-0.0001930698940610931	-0.0002509284794403044
9130	Loss-_and_gain-of-function_mutation_lex	7.600902459542082	12.800953531280044	0.7015953579233627	1.0	159.0	-0.00043854447365043736	-0.0002509284794403044
9131	Louckes_lex	7.600902459542082	12.800953531280044	0.7015953579233858	1.0	231.0	-0.0006371306503979435	-0.0002509284794403044
9132	Lt-4_lex	7.600902459542082	11.191515618845942	inf	5.0	545.0	-0.0003006374064650208	1.609186983954661
9133	LyF-1_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	180.0	-0.0004964654418686543	-0.0002509284794403044
9134	Lyme_disease_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	218.0	-0.0006012748129305967	-0.0002509284794403044
9135	Lymphocyte_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	181.0	-0.0004992235832124159	-0.0002509284794403044
9136	Lymphotoxin-alpha_lex	7.600902459542082	12.800953531280044	0.7015953579233742	1.0	239.0	-0.0006591957811475924	-0.0002509284794403044
9137	Lyn_lex	6.502290170873972	11.702341242611933	0.6764558989094799	1.0	133.33333333333331	-0.0011032565374863301	-0.0008078327941429819
9138	Lyn_tyrosine_kinase_lex	7.600902459542082	12.800953531280044	0.70159535792338	1.0	126.0	-0.0003475258093097455	-0.0002509284794403044
9139	Lyonization_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	360.0	-0.0004964654418695424	0.6928962520805051
9140	M-CRF_lex	7.600902459542082	12.107806350720098	311.07403557203764	2.0	496.0	-0.0006840190532410029	0.6928962520805051
9141	M-CSF-induced_blood_monocyte_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	188.0	-0.0005185305726183032	-0.0002509284794403044
9142	M-CSF-induced_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	205.0	-0.0005654189754614736	-0.0002509284794403044
9143	M-CSF_addition_lex	7.600902459542082	12.107806350720098	311.07403557203673	2.0	478.0	-0.0006591957811478144	0.6928962520805051
9144	M-CSF_expression_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	188.0	-0.0005185305726183032	-0.0002509284794403044
9145	M-CSF_gene_lex	6.907755278982137	11.191515618845942	648.2708734563512	2.5	507.0	-0.0011004983961429016	0.9157590324265357
9146	M-CSF_lex	5.403677882205863	8.909133233169417	inf	5.444444444444445	1104.111111111111	-0.0051439336060228324	1.6921445331648943
9147	M-CSF_mRNA_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	183.0	-0.000504739865899495	-0.0002509284794403044
9148	M-CSF_protein_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	183.0	-0.000504739865899495	-0.0002509284794403044
9149	M-CSF_receptor_lex	6.214608098422191	10.498368438285997	inf	2.5	498.25	-0.0023085643046879545	0.9152081950511572
9150	M-CSF_receptor_promoter_lex	6.907755278982137	11.414659170160153	587.7461828458289	2.0	375.5	-0.0010287867212057655	0.6926154811123251
9151	M-CSF_responsiveness_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	188.0	-0.0005185305726183032	-0.0002509284794403044
9152	M-CSF_signal_transduction_lex	7.600902459542082	12.800953531280044	0.7015953579233685	1.0	188.0	-0.0005185305726183032	-0.0002509284794403044
9153	M-CSF_treatment_lex	7.600902459542082	12.800953531280044	0.7015953579233829	1.0	205.0	-0.0005654189754614736	-0.0002509284794403044
9154	M-TAT/EPO_cell_culture_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	153.0	-0.00042199562558997705	-0.0002509284794403044
9155	M-TAT/EPO_cell_lex	7.600902459542082	12.800953531280044	0.7015953579233656	1.0	153.0	-0.00042199562558997705	-0.0002509284794403044
9156	M-TAT/GM-CSF_cell_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	306.0	-0.00042199562558997705	0.6928962520805051
9157	M-TAT_cell_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	306.0	-0.00042199562558997705	0.6928962520805051
9158	M-TAT_lex	7.600902459542082	12.107806350720098	311.0740355720358	2.0	306.0	-0.00042199562558997705	0.6928962520805051
